mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
2.692049423853556,0.18894073704695494,0.13996187845865884,0.01991570100815632,0.7,0.03,5,400,0.85,"{'colsample_bytree': 0.7, 'learning_rate': 0.03, 'max_depth': 5, 'n_estimators': 400, 'subsample': 0.85}",0.9957980009907627,0.9970532470229595,0.9962302648332061,0.9963605042823094,0.0005206613652612306,112
2.5403806368509927,0.2503493830671052,0.11626044909159343,0.005711766736762496,0.7,0.03,5,400,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.03, 'max_depth': 5, 'n_estimators': 400, 'subsample': 1.0}",0.9957980009907627,0.9970532470229595,0.9962302648332061,0.9963605042823094,0.0005206613652612306,112
2.880661964416504,0.048475834350467845,0.10002787907918294,0.023178403919482435,0.7,0.03,7,100,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.03, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.7}",0.9951645571512385,0.9976863002820787,0.9945522254519575,0.9958010276284249,0.0013563252465017847,194
1.8502906958262126,0.6886143542493037,0.058961709340413414,0.020033547144110854,0.7,0.03,7,100,0.85,"{'colsample_bytree': 0.7, 'learning_rate': 0.03, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.85}",0.9951645571512385,0.9970532470229595,0.995595134547167,0.995937646240455,0.0008081967800458086,186
1.2017767429351807,0.03158291823872627,0.04719090461730957,0.009858734765446022,0.7,0.03,7,100,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.03, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",0.9951645571512385,0.9970532470229595,0.9966399110568802,0.9962859050770261,0.0008106694900778859,143
2.37131675084432,0.08709503905556905,0.1119228998819987,0.013645047013707402,0.7,0.03,7,200,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.03, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.7}",0.9957980009907627,0.9964197712198156,0.995595134547167,0.9959376355859151,0.0003508368809877275,187
2.519464651743571,0.06778450545275705,0.1116620699564616,0.0044553944966627505,0.7,0.03,7,200,0.85,"{'colsample_bytree': 0.7, 'learning_rate': 0.03, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.85}",0.9957980009907627,0.9970532470229595,0.9960051895854553,0.9962854791997259,0.0005494435677649587,144
4.401881774266561,0.09286062682619362,0.15717689196268717,0.010057548280753335,0.7,0.03,7,200,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.03, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1.0}",0.9957980009907627,0.9970532470229595,0.995595134547167,0.9961487941869631,0.0006448849498894182,171
4.824842691421509,1.0708687354535253,0.10058259963989258,0.0075403822379673,0.7,0.03,7,400,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.03, 'max_depth': 7, 'n_estimators': 400, 'subsample': 0.7}",0.9957980009907627,0.9983176944245636,0.9962302648332061,0.9967819867495108,0.0011001550056796998,39
4.040581703186035,1.0159218286768932,0.11174710591634114,0.01067645088025,0.7,0.03,7,400,0.85,"{'colsample_bytree': 0.7, 'learning_rate': 0.03, 'max_depth': 7, 'n_estimators': 400, 'subsample': 0.85}",0.9957980009907627,0.9970532470229595,0.9962302648332061,0.9963605042823094,0.0005206613652612306,112
2.5990711053212485,0.020852073531902725,0.10198140144348145,0.002342108533121583,0.7,0.03,7,400,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.03, 'max_depth': 7, 'n_estimators': 400, 'subsample': 1.0}",0.9957980009907627,0.9970532470229595,0.9962302648332061,0.9963605042823094,0.0005206613652612306,112
1.2360139687856038,0.010679468586192101,0.03449098269144694,0.022360910215703484,0.7,0.08,3,100,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.08, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",0.9937136611668144,0.9909448569332932,0.9920730067656048,0.992243841621904,0.0011367959746545987,228
0.8521506786346436,0.3011117374086973,0.027503490447998047,0.006028582784800358,0.7,0.08,3,100,0.85,"{'colsample_bytree': 0.7, 'learning_rate': 0.08, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.85}",0.9937136611668144,0.9909448569332932,0.9931095825675845,0.9925893668892307,0.0011887072768053861,223
8.396493991216024,11.066501089542705,0.01937731107076009,0.0005525871777748051,0.7,0.08,3,100,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.08, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",0.9937136611668144,0.9909448569332932,0.9931095825675845,0.9925893668892307,0.0011887072768053861,223
1.650191863377889,0.41065153510278213,0.058421691258748375,0.018303733958034113,0.7,0.08,3,200,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.08, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.7}",0.9937136611668144,0.9983187914068767,0.9962302648332061,0.9960875724689657,0.0018827421429205519,172
2.1445178190867105,0.03667126258491496,0.08572832743326823,0.022140566070686363,0.7,0.08,3,200,0.85,"{'colsample_bytree': 0.7, 'learning_rate': 0.08, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.85}",0.9937136611668144,0.9983187914068767,0.9962302648332061,0.9960875724689657,0.0018827421429205519,172
1.70490296681722,0.05723139350521956,0.08898131052652995,0.01877672768359132,0.7,0.08,3,200,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.08, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",0.9937136611668144,0.9983187914068767,0.9979080818372812,0.9966468448036574,0.002080840418872829,52
4.229581117630005,0.057898385860764484,0.12969549496968588,0.0015358200233467297,0.7,0.08,3,400,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.08, 'max_depth': 3, 'n_estimators': 400, 'subsample': 0.7}",0.9937136611668144,0.9993673624806375,0.9972742072244024,0.9967850769572847,0.0023338838803075765,23
4.280351082483928,0.13945617595706616,0.11690584818522136,0.01628702926125382,0.7,0.08,3,400,0.85,"{'colsample_bytree': 0.7, 'learning_rate': 0.08, 'max_depth': 3, 'n_estimators': 400, 'subsample': 0.85}",0.9937136611668144,0.9993673624806375,0.9979080818372812,0.9969963684949109,0.002396455792828683,6
3.1781492233276367,0.05136382577170486,0.10262926419576009,0.016275718875986646,0.7,0.08,3,400,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.08, 'max_depth': 3, 'n_estimators': 400, 'subsample': 1.0}",0.9937136611668144,0.9993673624806375,0.9979080818372812,0.9969963684949109,0.002396455792828683,6
1.6126937866210938,0.030283201300833045,0.06834896405537923,0.001679273809305912,0.7,0.08,5,100,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.08, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.7}",0.9957980009907627,0.9976846377633105,0.9962302648332061,0.9965709678624264,0.0008070144540103266,68
1.5880831877390544,0.02045077881318068,0.05555423100789388,0.019771049588727895,0.7,0.08,5,100,0.85,"{'colsample_bytree': 0.7, 'learning_rate': 0.08, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.85}",0.9957980009907627,0.9970532470229595,0.9962302648332061,0.9963605042823094,0.0005206613652612306,112
1.4562791188557942,0.031114311953836363,0.07030383745829265,0.0015281484079467964,0.7,0.08,5,100,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.08, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",0.9957980009907627,0.9976846377633105,0.9962302648332061,0.9965709678624264,0.0008070144540103266,68
2.778833786646525,0.06725518724274862,0.11359508832295735,0.04228302745710452,0.7,0.08,5,200,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.08, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.7}",0.994754895411544,0.9976846377633105,0.9962302648332061,0.996223266002687,0.0011960725450838388,150
2.7488342920939126,0.019812712453138863,0.14340710639953613,0.04485818041491369,0.7,0.08,5,200,0.85,"{'colsample_bytree': 0.7, 'learning_rate': 0.08, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.85}",0.994754895411544,0.9976846377633105,0.9962302648332061,0.996223266002687,0.0011960725450838388,150
2.216050386428833,0.04875082178905927,0.10474848747253418,0.020349262735632458,0.7,0.08,5,200,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.08, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",0.994754895411544,0.9976846377633105,0.9962302648332061,0.996223266002687,0.0011960725450838388,150
4.790252685546875,0.11565446722228717,0.17287492752075195,0.013296876355021291,0.7,0.08,5,400,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.08, 'max_depth': 5, 'n_estimators': 400, 'subsample': 0.7}",0.994754895411544,0.9983176944245636,0.9972742072244024,0.9967822656868367,0.001495524224495707,38
4.913927475611369,0.1993073861248638,0.1640439828236898,0.014499365460117616,0.7,0.08,5,400,0.85,"{'colsample_bytree': 0.7, 'learning_rate': 0.08, 'max_depth': 5, 'n_estimators': 400, 'subsample': 0.85}",0.994754895411544,0.9976846377633105,0.9972742072244024,0.9965712467997524,0.00129523809417463,67
3.9107116063435874,0.09817187918377307,0.14927021662394205,0.012093813206356862,0.7,0.08,5,400,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.08, 'max_depth': 5, 'n_estimators': 400, 'subsample': 1.0}",0.9937136611668144,0.9983176944245636,0.9979080818372812,0.9966464791428864,0.002080546655488007,57
2.129685640335083,0.0006061844769254214,0.07335797945658366,0.0019668785652587947,0.7,0.08,7,100,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.08, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.7}",0.9957980009907627,0.9976846377633105,0.9962302648332061,0.9965709678624264,0.0008070144540103266,68
2.085198720296224,0.11093812064655072,0.07567214965820312,0.002405407072928421,0.7,0.08,7,100,0.85,"{'colsample_bytree': 0.7, 'learning_rate': 0.08, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.85}",0.9957980009907627,0.9970532470229595,0.9962302648332061,0.9963605042823094,0.0005206613652612306,112
1.904715855916341,0.0834272686492916,0.09111603101094563,0.02450618861489609,0.7,0.08,7,100,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.08, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",0.9957980009907627,0.9970532470229595,0.9962302648332061,0.9963605042823094,0.0005206613652612306,112
3.19065531094869,0.02738627761161077,0.14689373970031738,0.013190600419585419,0.7,0.08,7,200,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.08, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.7}",0.9957980009907627,0.9976846377633105,0.9962302648332061,0.9965709678624264,0.0008070144540103266,68
3.158397118250529,0.20091654181164517,0.15660897890726724,0.02470494610237914,0.7,0.08,7,200,0.85,"{'colsample_bytree': 0.7, 'learning_rate': 0.08, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.85}",0.9957980009907627,0.9976846377633105,0.9951881926555689,0.9962236104698806,0.001062674963014905,147
2.5637851556142173,0.13378025690598758,0.12185947100321452,0.004567465618385281,0.7,0.08,7,200,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.08, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1.0}",0.9957980009907627,0.9976846377633105,0.9951881926555689,0.9962236104698806,0.001062674963014905,147
3.8598132928212485,1.3779009292076296,0.15449150403340658,0.05188817690657303,0.7,0.08,7,400,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.08, 'max_depth': 7, 'n_estimators': 400, 'subsample': 0.7}",0.9957980009907627,0.9989503310233064,0.9951881926555689,0.9966455082232127,0.0016486605990504361,61
3.8109739621480307,1.3840664030571916,0.13448659578959146,0.04792669679752777,0.7,0.08,7,400,0.85,"{'colsample_bytree': 0.7, 'learning_rate': 0.08, 'max_depth': 7, 'n_estimators': 400, 'subsample': 0.85}",0.9957980009907627,0.9976846377633105,0.9951881926555689,0.9962236104698806,0.001062674963014905,147
4.123440504074097,0.17110977670843225,0.1797624429066976,0.004824358520071246,0.7,0.08,7,400,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.08, 'max_depth': 7, 'n_estimators': 400, 'subsample': 1.0}",0.9957980009907627,0.9970511573071988,0.9968649707780143,0.9965713763586587,0.0005521162019379505,66
1.129926363627116,0.0629204417379771,0.05450685818990072,0.0005545929909625532,0.7,0.15,3,100,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.15, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",0.9937136611668144,0.9993673624806375,0.9962302648332061,0.9964370961602192,0.002312742821104691,105
1.057628870010376,0.02984158650332218,0.04186860720316569,0.014556319383051925,0.7,0.15,3,100,0.85,"{'colsample_bytree': 0.7, 'learning_rate': 0.15, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.85}",0.9937136611668144,0.9972660802779313,0.9962302648332061,0.9957366687593172,0.0014916765061223443,196
0.6672654946645101,0.24294698857297634,0.032729148864746094,0.015934748729921677,0.7,0.15,3,100,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.15, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",0.9937136611668144,0.9993673624806375,0.9979080818372812,0.9969963684949109,0.002396455792828683,6
1.5315250555674236,0.5498830526288824,0.05492258071899414,0.016472453945727824,0.7,0.15,3,200,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.15, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.7}",0.9937136611668144,0.9993673624806375,0.9972742072244024,0.9967850769572847,0.0023338838803075765,23
2.184358755747477,0.07909142902688959,0.09246969223022461,0.01740674484005247,0.7,0.15,3,200,0.85,"{'colsample_bytree': 0.7, 'learning_rate': 0.15, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.85}",0.9937136611668144,0.9993673624806375,0.9983200390721274,0.9971336875731932,0.002455830754992311,2
0.9709530671437582,0.5179971980189028,0.041475772857666016,0.017003979994229486,0.7,0.15,3,200,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.15, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",0.9937136611668144,0.9993673624806375,0.9979080818372812,0.9969963684949109,0.002396455792828683,6
2.8905068238576255,1.0259003057904443,0.2972381114959717,0.17945155908505442,0.7,0.15,3,400,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.15, 'max_depth': 3, 'n_estimators': 400, 'subsample': 0.7}",0.9937136611668144,0.9993673624806375,0.9983200390721274,0.9971336875731932,0.002455830754992311,2
3.4379935264587402,0.0878566601540439,0.307228962580363,0.10139793989144141,0.7,0.15,3,400,0.85,"{'colsample_bytree': 0.7, 'learning_rate': 0.15, 'max_depth': 3, 'n_estimators': 400, 'subsample': 0.85}",0.9937136611668144,0.9993673624806375,0.9983200390721274,0.9971336875731932,0.002455830754992311,2
2.854726473490397,0.07313067290174999,0.7190649509429932,0.12209683780720147,0.7,0.15,3,400,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.15, 'max_depth': 3, 'n_estimators': 400, 'subsample': 1.0}",0.9937136611668144,0.9993673624806375,0.9989530851272655,0.9973447029249058,0.002573098601314774,1
1.3554972807566326,0.05981244200156445,0.06398431460062663,0.0036463433621748134,0.7,0.15,5,100,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.15, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.7}",0.9937136611668144,0.9976846377633105,0.9962302648332061,0.9958761879211103,0.0016403641114580798,188
0.8289776643117269,0.4205783517964686,0.21126834551493326,0.2562336811044697,0.7,0.15,5,100,0.85,"{'colsample_bytree': 0.7, 'learning_rate': 0.15, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.85}",0.9937136611668144,0.9976846377633105,0.9962302648332061,0.9958761879211103,0.0016403641114580798,188
0.9114647706349691,0.3252781131519024,0.46152861913045246,0.3113479418543872,0.7,0.15,5,100,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.15, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",0.9937136611668144,0.9976846377633105,0.9972742072244024,0.9962241687181758,0.0017830871040415727,145
1.348472277323405,0.3464582218617301,0.14781554539998373,0.11890699781698838,0.7,0.15,5,200,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.15, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.7}",0.9937136611668144,0.9976846377633105,0.9972742072244024,0.9962241687181758,0.0017830871040415727,145
1.4877166748046875,0.041999226940197754,0.06479064623514812,0.003251000515745755,0.7,0.15,5,200,0.85,"{'colsample_bytree': 0.7, 'learning_rate': 0.15, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.85}",0.9937136611668144,0.9983176944245636,0.9972742072244024,0.9964351876052602,0.0019709973787560074,107
0.9394466876983643,0.09317454227419333,0.047451019287109375,0.0037279910076313174,0.7,0.15,5,200,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.15, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",0.9937136611668144,0.9983176944245636,0.9979080818372812,0.9966464791428864,0.002080546655488007,57
2.3937908013661704,0.4970067195620729,0.08356126149495442,0.015219705224051958,0.7,0.15,5,400,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.15, 'max_depth': 5, 'n_estimators': 400, 'subsample': 0.7}",0.9937136611668144,0.9993673624806375,0.9972742072244024,0.9967850769572847,0.0023338838803075765,23
2.381347179412842,0.6360073577163944,0.06312163670857747,0.001627762223835641,0.7,0.15,5,400,0.85,"{'colsample_bytree': 0.7, 'learning_rate': 0.15, 'max_depth': 5, 'n_estimators': 400, 'subsample': 0.85}",0.9937136611668144,0.9983176944245636,0.9972742072244024,0.9964351876052602,0.0019709973787560074,107
2.4638237158457437,0.7104136219673012,0.07346701622009277,0.013883524945185887,0.7,0.15,5,400,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.15, 'max_depth': 5, 'n_estimators': 400, 'subsample': 1.0}",0.9937136611668144,0.9983176944245636,0.9989530851272655,0.9969948135728811,0.0023345807860868104,16
1.1168768405914307,0.03722037137050788,0.051865339279174805,0.0033197996997568363,0.7,0.15,7,100,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.7}",0.994754895411544,0.9976846377633105,0.9962302648332061,0.996223266002687,0.0011960725450838388,150
0.9190521240234375,0.1746945066745836,0.04616665840148926,0.005912296063158238,0.7,0.15,7,100,0.85,"{'colsample_bytree': 0.7, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.85}",0.994754895411544,0.9976846377633105,0.9962302648332061,0.996223266002687,0.0011960725450838388,150
0.7457912762959799,0.17129741114109234,0.043199380238850914,0.006705243394010004,0.7,0.15,7,100,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",0.9937136611668144,0.9976846377633105,0.9951881926555689,0.9955288305285647,0.0016389405933649737,199
1.7188173135121663,0.07137866647516665,0.07504653930664062,0.0041714270578873305,0.7,0.15,7,200,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.7}",0.994754895411544,0.9970511573071988,0.9962302648332061,0.9960121058506496,0.0009500525177103211,181
1.851954460144043,0.03378615593030078,0.07830317815144856,0.00856930362349389,0.7,0.15,7,200,0.85,"{'colsample_bytree': 0.7, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.85}",0.9937136611668144,0.9983176944245636,0.9962302648332061,0.9960872068081947,0.001882308823139899,177
1.2931184768676758,0.2697244308176181,0.06032514572143555,0.00969980297132803,0.7,0.15,7,200,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1.0}",0.9937136611668144,0.9983176944245636,0.9958237327188941,0.995951696103424,0.0018817653999105223,182
2.46584423383077,0.166509999075937,0.08686184883117676,0.016756311072348894,0.7,0.15,7,400,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 400, 'subsample': 0.7}",0.994754895411544,0.9989503310233064,0.9951881926555689,0.9962978063634731,0.0018839412461977567,141
2.6306145191192627,0.3507651042579309,0.07590341567993164,0.007769820190647732,0.7,0.15,7,400,0.85,"{'colsample_bytree': 0.7, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 400, 'subsample': 0.85}",0.9937136611668144,0.9983176944245636,0.9951881926555689,0.995739849415649,0.0019196396268261525,195
3.629181464513143,1.9024563655927054,0.0713671048482259,0.010284502973350831,0.7,0.15,7,400,1.0,"{'colsample_bytree': 0.7, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 400, 'subsample': 1.0}",0.9937136611668144,0.9989503310233064,0.9968649707780143,0.9965096543227117,0.0021525744484267775,97
0.8609925111134847,0.012934389936882304,0.02917313575744629,0.0009789325369648422,0.85,0.03,3,100,0.7,"{'colsample_bytree': 0.85, 'learning_rate': 0.03, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",0.9918320872645224,0.9848491079392684,0.9882622268482567,0.9883144740173492,0.0028510287487431615,243
0.8899028301239014,0.040445022305732575,0.027385632197062176,0.0021580318782467084,0.85,0.03,3,100,0.85,"{'colsample_bytree': 0.85, 'learning_rate': 0.03, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.85}",0.9918320872645224,0.9852606104141547,0.9882622268482567,0.9884516415089779,0.0026861354438426823,241
0.7341729005177816,0.04032205151723568,0.027481555938720703,8.035543249121043e-05,0.85,0.03,3,100,1.0,"{'colsample_bytree': 0.85, 'learning_rate': 0.03, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",0.9918320872645224,0.9852606104141547,0.9893013134592693,0.9887980037126488,0.0027062972889801756,238
1.582844654719035,0.04580158778872357,0.03914904594421387,0.001098888913605008,0.85,0.03,3,200,0.7,"{'colsample_bytree': 0.85, 'learning_rate': 0.03, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.7}",0.9957980009907627,0.9909448569332932,0.9920730067656048,0.9929386215632202,0.0020736792654644748,217
